clip_id,sentence
-cmG4MzqyjE_15-5-rgb_front,That's all it takes.
-cmG4MzqyjE_6-5-rgb_front,There's spot treatments.
-cv1gZaGtNk_0-5-rgb_front,"Hello, this is JB."
-cv1gZaGtNk_22-5-rgb_front,It's about a seven dollar thermometer.
-cv1gZaGtNk_23-5-rgb_front,We also have one that's a very fast reader.
-cv1gZaGtNk_24-5-rgb_front,We call it the lab thermometer.
-dMiu8bJuCM_6-5-rgb_front,"Watch your horse is doing, how, what their reaction is to it."
-dNt6nmRfFE_0-5-rgb_front,Our next stretch is going to be a side stretch.
-dNt6nmRfFE_13-5-rgb_front,Deep breath inhale lift.
-dNt6nmRfFE_14-5-rgb_front,Exhale stretching a little bit deeper.
-dNt6nmRfFE_15-5-rgb_front,And last breath in.
-dNt6nmRfFE_16-5-rgb_front,Exhale slowly when you get back to center.
-dNt6nmRfFE_9-5-rgb_front,Inhale and then exhale.
-dSv5URTW8M_11-5-rgb_front,So don't worry about it.
-dSv5URTW8M_13-5-rgb_front,"So what we're going to do, we actually need a mold."
-dTqNMtTqO8_6-5-rgb_front,So I'm going to demonstrate that now.
-dTqNMtTqO8_7-5-rgb_front,Good evening.
-dXU26rkB7I_2-5-rgb_front,"Now, what is a window?"
-dXU26rkB7I_8-5-rgb_front,So that's one way to do it.
-dYKLsoFtbU_1-5-rgb_front,So let's review the hip slide real quickly.
-dYKLsoFtbU_10-5-rgb_front,So side and side.
-dYKLsoFtbU_13-5-rgb_front,Where's your belly button?
-dYKLsoFtbU_14-5-rgb_front,Make sure its touching your spine.
-dYKLsoFtbU_2-5-rgb_front,Feet are slightly apart.
-dYKLsoFtbU_6-5-rgb_front,Good.
-dYKLsoFtbU_7-5-rgb_front,"Now, let's get our choo choo shimmy going."
-djRbCXJLYo_10-5-rgb_front,And there you are.
-djRbCXJLYo_13-5-rgb_front,It's not going to curdle.
-djRbCXJLYo_2-5-rgb_front,All right.
-dyT7rtkAMk_1-5-rgb_front,Let's start with road racing.
-dyT7rtkAMk_13-5-rgb_front,You're not going hard.
-dyT7rtkAMk_18-5-rgb_front,That's your workout for the day.
-dyT7rtkAMk_19-5-rgb_front,"It's hard, it's going to hurt, but you're done."
-dyT7rtkAMk_21-5-rgb_front,But it's those really hard efforts and it can be short.
-dyT7rtkAMk_25-5-rgb_front,Let's say you're doing 2 1/2 to 3 hours.
-e28snEMnO4_5-5-rgb_front,You can go save the day.
-e28snEMnO4_6-5-rgb_front,You can go save dinner for somebody.
-e9uexlpA4g_10-5-rgb_front,"I guarantee you, your shoulders will feel better."
-e9uexlpA4g_4-5-rgb_front,"And if you notice, I'm not bending my elbows."
-eJI_YOtHNE_13-5-rgb_front,Lay it on there.
-eJI_YOtHNE_14-5-rgb_front,We're just going to do a little bit.
-eJI_YOtHNE_17-5-rgb_front,Even strokes.
-eJI_YOtHNE_18-5-rgb_front,The can's kind of empty.
-eJI_YOtHNE_19-5-rgb_front,That's okay.
-eJI_YOtHNE_21-5-rgb_front,There's a little bit on there right now.
-eL7lQUY2fo_3-5-rgb_front,You really want to just take care of the area.
-eL7lQUY2fo_5-5-rgb_front,It is a great remedy.
-eL7lQUY2fo_8-5-rgb_front,You do not want to have that.
-eP-kUd9hD8_12-5-rgb_front,That could save your life.
-eP-kUd9hD8_13-5-rgb_front,That could get you help.
-eP-kUd9hD8_4-5-rgb_front,Now you can imagine this.
-eSwgmd4XaQ_3-5-rgb_front,It's going to end up falling off.
-eVbw_nRsLI_8-5-rgb_front,So let's try one more here.
-eaisNdrTS4_1-5-rgb_front,So let's start with the footwork.
-eaisNdrTS4_10-5-rgb_front,Good.
-eaisNdrTS4_13-5-rgb_front,Let's try it again.
-eaisNdrTS4_15-5-rgb_front,Good.
-eaisNdrTS4_18-5-rgb_front,Good.
-eaisNdrTS4_2-5-rgb_front,"Right foot, left up on toe."
-eaisNdrTS4_20-5-rgb_front,You want to keep your body nice and align.
-eaisNdrTS4_4-5-rgb_front,Make sure you're putting pressure on that ball of that foot.
-eaisNdrTS4_7-5-rgb_front,"Step, touch, step and touch."
-eaisNdrTS4_9-5-rgb_front,"Step, touch."
-egX2qfNmvI_11-5-rgb_front,Tap it in.
-egX2qfNmvI_7-5-rgb_front,No rubbing or tugging or pulling on the eye.
-eryXkkckv8_1-5-rgb_front,Some people call them Swiss balls.
-eryXkkckv8_8-5-rgb_front,It should come off straight off with the ball.
-euMRdZvO74_10-5-rgb_front,The tanks are slimmer.
-euMRdZvO74_12-5-rgb_front,The front chain ring on these cycles is larger.
-euMRdZvO74_7-5-rgb_front,The rear racks will be more pointed.
-euMRdZvO74_8-5-rgb_front,The headlights will be integrated.
-euMRdZvO74_9-5-rgb_front,"Usually, you have double headlights."
-f0h1J3POAg_10-5-rgb_front,"All here, at beautiful, Valley Free Radio."
-f0h1J3POAg_2-5-rgb_front,"So, let's take a look at what we've got here."
-f0h1J3POAg_6-5-rgb_front,"We've got a couple cassette players, hi-tech."
-f7htdZ3Kk0_2-5-rgb_front,Let's look at candidates.
-f8UHZWw9Zs_7-5-rgb_front,It's the symphony.
-fNgnONv_3I_15-5-rgb_front,I am not doing that again.
-fNgnONv_3I_19-5-rgb_front,The problem is you can hyper extend yourself.
-fPRgGA3QYY_11-5-rgb_front,"I have my knife in my hand, okay?"
-fPRgGA3QYY_15-5-rgb_front,Make sure your cutting board is not going to move.
-fPRgGA3QYY_16-5-rgb_front,"Anchor it nice and tight there, okay?"
-fPRgGA3QYY_19-5-rgb_front,You're going to use a rocking motion.
-fPRgGA3QYY_24-5-rgb_front,I made a mistake there.
-fPRgGA3QYY_25-5-rgb_front,Never drag the edge of your knife along the cutting board.
-fPRgGA3QYY_26-5-rgb_front,It dulls it.
-fPRgGA3QYY_27-5-rgb_front,Always use the spine of the knife.
-fPRgGA3QYY_29-5-rgb_front,A little rocking motion.
-fPRgGA3QYY_33-5-rgb_front,Always moving your fingers back.
-fPRgGA3QYY_5-5-rgb_front,Okay.
-fSI2e1pqkY_10-5-rgb_front,Paint Rag is going to be your best friend.
-fSI2e1pqkY_13-5-rgb_front,They are so fast drying.
-fSI2e1pqkY_17-5-rgb_front,Don't stop just because you ran out of paper towels.
-fSI2e1pqkY_22-5-rgb_front,That is the biggest thing.
-fSI2e1pqkY_4-5-rgb_front,"Take, for example this area here."
-fSI2e1pqkY_7-5-rgb_front,What do I do?
-fSI2e1pqkY_8-5-rgb_front,How do I fix this?
-fSI2e1pqkY_9-5-rgb_front,Mr. Paper Towel or Mr.
-fqh6k6uOUs_11-5-rgb_front,That's very important I'm going to try another one.
-fqh6k6uOUs_14-5-rgb_front,You could do it off of a roll set.
-fqh6k6uOUs_4-5-rgb_front,This is a flamingo catch.
-fyFTnt9w9Q_1-5-rgb_front,So this is very good for you to do.
-fyFTnt9w9Q_4-5-rgb_front,So just think of your backhand now.
-fyFTnt9w9Q_7-5-rgb_front,"So, you have to be strong in the legs and in this part of the legs."
0-0kX3XoMPQ_1-3-rgb_front,I'm going to do that right down here.
0-CH0nKReGk_7-5-rgb_front,It seems you never get satisfied with the food.
0-I67scsfIE_7-5-rgb_front,I like to hand-paint my mine in.
0-_hOoXzsWw_12-5-rgb_front,Now why do we do it this way?
0-_hOoXzsWw_13-5-rgb_front,It's the most vulnerable position.
0-_hOoXzsWw_4-5-rgb_front,They think that that's rooting.
0-bR2rq-qps_1-5-rgb_front,This is something that is so easy.
0-bR2rq-qps_21-5-rgb_front,"We won't look at yours, don't worry."
0-bR2rq-qps_22-5-rgb_front,And then just make sure you throw that away.
0-bR2rq-qps_25-5-rgb_front,"Again, I got this at Rite Aid."
0-bR2rq-qps_3-5-rgb_front,This is to prevent acne.
0-n5YbN2IZA_12-5-rgb_front,Hitting a window.
0-n5YbN2IZA_13-5-rgb_front,Hitting a roof or just falling outside.
0-n5YbN2IZA_3-5-rgb_front,But this is easiest way.
0-vrO9sZ5ow_0-5-rgb_front,The next thing we're going to do is we're going to stretch out our back.
0-vrO9sZ5ow_10-5-rgb_front,"But for right now, this is good."
0-zewtxhuR8_0-5-rgb_front,Hi!
0-zewtxhuR8_2-5-rgb_front,"In this segment, we will be talking about supplies needed."
0-zewtxhuR8_4-5-rgb_front,You will also need the treatment face gels.
0-zewtxhuR8_8-5-rgb_front,Watch our next segment on reading the display.
001evy9D-mw_2-5-rgb_front,That is the oils food group.
001evy9D-mw_7-5-rgb_front,A teaspoon is that big.
001evy9D-mw_8-5-rgb_front,As you can see it's not very big.
002pHlZGEQ8_1-5-rgb_front,It's a wrist control.
002pHlZGEQ8_11-5-rgb_front,I can kick him in the leg.
002pHlZGEQ8_14-5-rgb_front,"So I'm, inside."
002pHlZGEQ8_15-5-rgb_front,He starts to pull it back.
002pHlZGEQ8_16-5-rgb_front,"It's fine, I go with it."
002pHlZGEQ8_17-5-rgb_front,"Here, I have the whole hand locked up."
002pHlZGEQ8_18-5-rgb_front,"He's exposed, his center is raised up."
002pHlZGEQ8_2-5-rgb_front,We previously went to the outside.
002pHlZGEQ8_3-5-rgb_front,"Let's say, that we're going to be forced to the inside this time, and I come in."
002pHlZGEQ8_4-5-rgb_front,I still am going to hook it and catch it.
002pHlZGEQ8_5-5-rgb_front,"I don't want catch the blade, obviously."
002pHlZGEQ8_6-5-rgb_front,That'll make for a short defense.
002pHlZGEQ8_7-5-rgb_front,I want to grab as much as I can here.
003D1CHLnQs_11-5-rgb_front,And there you have it.
003D1CHLnQs_12-5-rgb_front,"That's ship, captain, and crew."
003D1CHLnQs_2-5-rgb_front,"Well, the ship equals number six."
003D1CHLnQs_4-5-rgb_front,"So, I have to roll again."
005j20-PoLw_0-5-rgb_front,O.k.
00Cal635Wno_0-5-rgb_front,"ALLYN CHRISTOPHER: All right, we're getting close."
00Cal635Wno_2-5-rgb_front,All right.
00Cal635Wno_3-5-rgb_front,"Oh, actually heavy leaves."
00Cal635Wno_4-5-rgb_front,It's what it's designed for.
00Cal635Wno_5-5-rgb_front,All right.
00DKFksyVnQ_1-5-rgb_front,"Ok, guys."
00DKFksyVnQ_14-5-rgb_front,"Now you're going to hit ""Ok""."
00DKFksyVnQ_4-5-rgb_front,It's selected.
00DKFksyVnQ_7-5-rgb_front,"I'm just going to hit ""Drop shadow""."
00Fc7cZX1gM_17-5-rgb_front,So that led to the malnourishment.
00Fc7cZX1gM_24-5-rgb_front,That way I'm sure to not have this issue again.
00Fc7cZX1gM_5-5-rgb_front,She was malnourished.
00Fc7cZX1gM_6-5-rgb_front,She was basically skin and bones.
00YBzfWomz8_11-5-rgb_front,Bottoms up.
00YBzfWomz8_4-5-rgb_front,Get everything mixed together.
00YBzfWomz8_5-5-rgb_front,There we go.
00YBzfWomz8_6-5-rgb_front,And we've got our glass here.
00YBzfWomz8_7-5-rgb_front,Let's go ahead and pour it in.
00YBzfWomz8_9-5-rgb_front,"Alright, and we'll add a straw."
00m1mQFF5zo_10-3-rgb_front,"I'll make sure that he gets the message."""
00m1mQFF5zo_3-3-rgb_front,And the information must be accurate.
00m1mQFF5zo_5-3-rgb_front,"Now, I said it is crucial that this information be accurate."
00m1mQFF5zo_6-3-rgb_front,"Well, how do you make sure it's accurate?"
00m1mQFF5zo_7-3-rgb_front,You repeat it.
00m1mQFF5zo_9-3-rgb_front,"Okay, great."
00xgNW3M4-4_15-3-rgb_front,You can also grow a second crop of sunflowers into the summer.
00xgNW3M4-4_21-3-rgb_front,And they will grow very quickly from there.
00xgNW3M4-4_23-3-rgb_front,And give it lots of water and make sure to mist it.
00xgNW3M4-4_26-3-rgb_front,Either way I've had great success with sunflowers.
00xgNW3M4-4_28-3-rgb_front,These came in from the neighbor's yard.
00xgNW3M4-4_29-3-rgb_front,The birds brought them or they just flew over here.
00xgNW3M4-4_4-3-rgb_front,So just make sure that it gets enough sun.
00xgNW3M4-4_6-3-rgb_front,Sunflowers will not do well in the shade.
01Dnm-s8rNI_5-3-rgb_front,They were bats attached to the walls.
01G_nWgaYAQ_10-3-rgb_front,"As you put the nose band on, the nose band should be snugged."
01G_nWgaYAQ_4-3-rgb_front,Right now there is non.
01j1UveqztE_11-3-rgb_front,I do think that is idea.
01j1UveqztE_13-3-rgb_front,That is your work station.
01j1UveqztE_3-3-rgb_front,I had a laptop.
01j1UveqztE_5-3-rgb_front,This is my home office.
01j1UveqztE_6-3-rgb_front,I designate it as my space.
01m9yM04RwY_11-3-rgb_front,And that'll do it.
01m9yM04RwY_12-3-rgb_front,Go ahead and grab your glass.
01m9yM04RwY_13-3-rgb_front,And strainer.
01m9yM04RwY_14-3-rgb_front,And pour it in.
01m9yM04RwY_15-3-rgb_front,"Got a nice, pretty green color."
01m9yM04RwY_16-3-rgb_front,There we go.
01m9yM04RwY_17-3-rgb_front,That'll do it.
01m9yM04RwY_19-3-rgb_front,Bottoms up.
01m9yM04RwY_4-3-rgb_front,There we go.
01m9yM04RwY_8-3-rgb_front,"Now, let's mix this up real well."
01m9yM04RwY_9-3-rgb_front,Get it nice and cold.
01ucR6XreJw_1-5-rgb_front,My name is Brandon.
01ucR6XreJw_12-5-rgb_front,This called the figure 8 knot.
025gAKRCIKY_12-3-rgb_front,Thank you so much.
025gAKRCIKY_5-3-rgb_front,"You dab it on both sides, you put it on there."
025gAKRCIKY_6-3-rgb_front,"Once you notice it dropped on there, you let it soak."
025gAKRCIKY_8-3-rgb_front,"And then wash it, just like a normal clothes."
028cpYJmYAk_1-8-rgb_front,My name is Leta Koontz.
028cpYJmYAk_4-8-rgb_front,Mermaid pose.
028cpYJmYAk_5-8-rgb_front,"From here, you're going to bring your right knee in front of you."
028cpYJmYAk_7-8-rgb_front,Start to draw the heel of your left foot in towards your left hip.
02CpakICRL4_4-8-rgb_front,This throw put right spin on the disc for a lefty all the right and left things are opposite.
02LnULLXds4_0-8-rgb_front,Color is relative!
02LnULLXds4_12-8-rgb_front,I'm just going to show you again a dark pink here.
02LnULLXds4_13-8-rgb_front,And again the same thing happens.
02LnULLXds4_14-8-rgb_front,This is looking more purple.
02LnULLXds4_15-8-rgb_front,This is looking very purple actually.
02LnULLXds4_16-8-rgb_front,And this again looks more orange.
02LnULLXds4_19-8-rgb_front,The pink I had to mix.
02LnULLXds4_20-8-rgb_front,Now I mixed the pink with white.
02LnULLXds4_21-8-rgb_front,You know got to get it lighter.
02LnULLXds4_22-8-rgb_front,And I put in a little blue.
02LnULLXds4_26-8-rgb_front,Then this responds differently.
02LnULLXds4_3-8-rgb_front,This is just a very simple test.
02LnULLXds4_30-8-rgb_front,That's the same color.
02LnULLXds4_31-8-rgb_front,But you wouldn't think it to look up here.
02LnULLXds4_4-8-rgb_front,This color looks sort of like a blue pink.
02LnULLXds4_7-8-rgb_front,Let me prove it.
02LnULLXds4_8-8-rgb_front,The same pink!
02LnULLXds4_9-8-rgb_front,"I cut them off out, off of the same stripe."
02M-Xcs3X30_6-3-rgb_front,And that's why I became a security officer.
02QGTJlJYnM_0-8-rgb_front,I'm now going to pursue working on Pam's bikini line.
02QGTJlJYnM_11-8-rgb_front,So this would work on a laser.
02QGTJlJYnM_13-8-rgb_front,So she wants electrology.
02QGTJlJYnM_14-8-rgb_front,She really believes in it.
02QGTJlJYnM_18-8-rgb_front,And this is they call terminal sexual hair.
02QGTJlJYnM_19-8-rgb_front,It's deeper and it's a little stronger.
02QGTJlJYnM_8-8-rgb_front,Pam's hair is not very dark.
02QGTJlJYnM_9-8-rgb_front,It really is kind of a dark blonde.
02WRxAwx-Bo_10-8-rgb_front,"And, we're going to get our wooden spoon."
02WRxAwx-Bo_11-8-rgb_front,Just mix all of the ingredients together.
02WRxAwx-Bo_12-8-rgb_front,"So, you can get acquainted with one another."
02WRxAwx-Bo_16-8-rgb_front,"And, we're going to add some honey."
02WRxAwx-Bo_19-8-rgb_front,That should be enough.
02WRxAwx-Bo_20-8-rgb_front,"But, if you like honey, feel free to add a little more."
02WRxAwx-Bo_21-8-rgb_front,"Now, we're going to bring the punch over to our bowl."
02WRxAwx-Bo_3-8-rgb_front,"But, so good."
02WRxAwx-Bo_9-8-rgb_front,Like so.
02aFykvwx6M_10-8-rgb_front,Jones is going to take it at full speed.
02aFykvwx6M_11-8-rgb_front,We're working down and up.
02aFykvwx6M_12-8-rgb_front,We're going to do ten and ten.
02aFykvwx6M_13-8-rgb_front,He's going to do ten burpies.
02aFykvwx6M_14-8-rgb_front,We're going to do five and five.
02aFykvwx6M_16-8-rgb_front,We want to repeat this for five sets.
02aFykvwx6M_18-8-rgb_front,That's for our superset of burpies and sit-ups.
02aFykvwx6M_2-8-rgb_front,Jones is going to demonstrate what a burpie is.
02aFykvwx6M_5-8-rgb_front,Then we are going to combine that with sit-ups.
02aFykvwx6M_6-8-rgb_front,"Can you show us some sit-ups, please?"
02gzHnpz1W4_1-8-rgb_front,Its really just a constrictor knot is all it is.
02gzHnpz1W4_15-8-rgb_front,"And I'm just going to pull them through, like so."
02gzHnpz1W4_16-8-rgb_front,And constrict these knots around this piece of wood.
02gzHnpz1W4_19-8-rgb_front,"Now as you can see here, this is how your figure of eight loop should look."
02gzHnpz1W4_2-8-rgb_front,"It?s used to tie around something, you know if you want to."
02gzHnpz1W4_21-8-rgb_front,Create this nice constrictor type knot.
02gzHnpz1W4_6-8-rgb_front,This is going to be my working end over here.
02yXvi1VmPI_0-8-rgb_front,Hello!
02yXvi1VmPI_5-8-rgb_front,"Now, the sunglasses do 2 things."
02yXvi1VmPI_8-8-rgb_front,"First of all, how bad do they look."
032PDxai5GE_11-8-rgb_front,"Again, watch carefully."
032PDxai5GE_13-8-rgb_front,It is not locked into place.
032PDxai5GE_14-8-rgb_front,The fingers manipulate the weapon.
032PDxai5GE_15-8-rgb_front,I can make thrusts.
032PDxai5GE_16-8-rgb_front,I can make cuts.
032PDxai5GE_17-8-rgb_front,I can make parries like so.
032PDxai5GE_2-8-rgb_front,There are multiple ways to hold your sabre correctly.
032PDxai5GE_5-8-rgb_front,Hold it right on the fingers.
032PDxai5GE_7-8-rgb_front,This allows me to make cuts.
032PDxai5GE_8-8-rgb_front,I can make thrusts.
034pv2RSK8E_11-8-rgb_front,It's not going to put any more workload in there.
034pv2RSK8E_12-8-rgb_front,"You've already got resistance to the movement, you've got position of the movement."
034pv2RSK8E_4-8-rgb_front,Knees square with the hips.
034pv2RSK8E_7-8-rgb_front,"You want to maintain neutral posture, this is kind of a half plank."
03513v6_5TU_3-8-rgb_front,If they are in fact in a bit of a budgeted plan.
03EzcoSP2pc_0-8-rgb_front,"In this clip, we're going to talk about penalty kicks."
03EzcoSP2pc_1-8-rgb_front,"In indoor soccer, there are two types of penalty kicks."
03EzcoSP2pc_2-8-rgb_front,What I'm going to tell you about is the run up pad.
03SgrpiJkSw_0-8-rgb_front,O.K.
03SgrpiJkSw_1-8-rgb_front,we have our gloves on.
03SgrpiJkSw_11-8-rgb_front,So we'll go ahead and get started.
03SgrpiJkSw_12-8-rgb_front,Everything is moving nicely.
03SgrpiJkSw_2-8-rgb_front,And we are going to cover the eyes again.
03SgrpiJkSw_3-8-rgb_front,A little bit more water.
03SgrpiJkSw_4-8-rgb_front,You want to cover the eyes for the protection of the light.
03SgrpiJkSw_6-8-rgb_front,Grab some tissue.
03SgrpiJkSw_8-8-rgb_front,Move the light over.
03VktV6bl7c_2-8-rgb_front,"First of all, how big is your audience?"
03VktV6bl7c_3-8-rgb_front,Are you going to be speaking to twenty people?
03VktV6bl7c_4-8-rgb_front,Are you going to be speaking to five hundred people?
03WUE9zzQY4_0-8-rgb_front,"Alright, now that you're good and inspired."
03WUE9zzQY4_1-8-rgb_front,"Ready to get designing, itching to draw."
03WUE9zzQY4_10-8-rgb_front,This is one of mine from awhile back.
03WUE9zzQY4_11-8-rgb_front,This is my design.
03WUE9zzQY4_12-8-rgb_front,This is the basic figure.
03WUE9zzQY4_13-8-rgb_front,It's a skinny stretched out version of a human.
03WUE9zzQY4_2-8-rgb_front,You got ideas circling in your head.
03WUE9zzQY4_4-8-rgb_front,It comes from the French word to sketch.
03WUE9zzQY4_5-8-rgb_front,So I'm sure you've probably never heard it.
03WUE9zzQY4_6-8-rgb_front,"If you have, more power to you 'cause I hadn't."
03WUE9zzQY4_7-8-rgb_front,This is the word.
03WUE9zzQY4_8-8-rgb_front,Visual.
03jABW2MKkk_12-8-rgb_front,Fingernails.
03jABW2MKkk_14-8-rgb_front,And that is one way to draw clasped hands.
03jABW2MKkk_6-8-rgb_front,It's going to be the same hand that has the thumb on top.
03jABW2MKkk_7-8-rgb_front,It's your top finger in there.
03lzv6OzJhE_12-8-rgb_front,Clean off my fingers.
03lzv6OzJhE_13-8-rgb_front,Okay we are goign to put these into the basket here.
03pzaOT7rPM_1-8-rgb_front,You might imagine that your best friend's palm is right on the crown of your head and you're just lifting up to touch.
03w0fj9vLpo_1-8-rgb_front,Today we are going to make a polymer clay bowl.
03w0fj9vLpo_2-8-rgb_front,In this next step we are going to create the canes to decorate our polymer bowl.
03w0fj9vLpo_3-8-rgb_front,"So what we are going to do, we are going to take two contrasting colors."
